0, 1, 0, 7
0, 1, 1, 49
0, 1, 2, 73
0, 1, 3, 58
0, 1, 4, 30
0, 1, 5, 72
0, 1, 6, 44
0, 1, 7, 78
0, 1, 8, 23
0, 1, 9, 9
0, 1, 10, 40
0, 1, 11, 65
0, 1, 12, 92
0, 1, 13, 42
0, 1, 14, 87
0, 1, 15, 3
0, 1, 16, 27
0, 1, 17, 29
0, 1, 18, 40
0, 1, 19, 12
0, 1, 20, 3
0, 1, 21, 69
0, 1, 22, 9
0, 1, 23, 57
0, 1, 24, 60
0, 1, 25, 33
0, 1, 26, 99
0, 1, 27, 78
0, 1, 28, 16
0, 1, 29, 35
0, 1, 30, 97
0, 1, 31, 26
0, 1, 32, 12
0, 1, 33, 67
0, 1, 34, 10
0, 1, 35, 33
0, 1, 36, 79
0, 1, 37, 49
0, 1, 38, 79
0, 1, 39, 21
0, 1, 40, 67
0, 1, 41, 72
0, 1, 42, 93
0, 1, 43, 36
0, 1, 44, 85
0, 1, 45, 45
0, 1, 46, 28
0, 1, 47, 91
0, 1, 48, 94
0, 1, 49, 57
0, 1, 50, 1
0, 1, 51, 53
0, 1, 52, 8
0, 1, 53, 44
0, 1, 54, 68
0, 1, 55, 90
0, 1, 56, 24
0, 1, 57, 96
0, 1, 58, 30
0, 1, 59, 3
0, 1, 60, 22
0, 1, 61, 66
0, 1, 62, 49
0, 1, 63, 24
0, 1, 64, 1
0, 1, 65, 53
0, 1, 66, 77
0, 1, 67, 8
0, 1, 68, 28
0, 1, 69, 33
0, 1, 70, 98
0, 1, 71, 81
0, 1, 72, 35
0, 1, 73, 13
0, 1, 74, 65
0, 1, 75, 14
0, 1, 76, 63
0, 1, 77, 36
0, 1, 78, 25
0, 1, 79, 69
0, 1, 80, 15
0, 1, 81, 94
0, 1, 82, 29
0, 1, 83, 1
0, 1, 84, 17
0, 1, 85, 95
0, 1, 86, 5
0, 1, 87, 4
0, 1, 88, 51
0, 1, 89, 98
0, 1, 90, 88
0, 1, 91, 23
0, 1, 92, 5
0, 1, 93, 82
0, 1, 94, 52
0, 1, 95, 66
0, 1, 96, 16
0, 1, 97, 37
0, 1, 98, 38
0, 1, 99, 44
1, 0, 1, 0
1, 0, 17, 0
1, 0, 11, 0
1, 0, 8, 0
1, 0, 17, 0
1, 0, 18, 0
1, 0, 18, 0
1, 0, 17, 0
1, 0, 17, 0
1, 0, 14, 0
1, 0, 18, 0
1, 0, 18, 0
1, 0, 4, 0
1, 0, 9, 0
1, 0, 18, 0
1, 0, 11, 0
1, 0, 5, 0
1, 0, 15, 0
0, 1, 15, 101
1, 0, 15, 0
1, 0, 18, 0
1, 0, 2, 0
1, 0, 19, 0
0, 1, 3, 102
1, 0, 8, 0
1, 0, 12, 0
1, 0, 0, 0
1, 0, 17, 0
1, 0, 14, 0
0, 1, 30, 103
1, 0, 8, 0
1, 0, 15, 0
1, 0, 8, 0
1, 0, 13, 0
1, 0, 10, 0
1, 0, 6, 0
1, 0, 2, 0
1, 0, 2, 0
0, 1, 5, 104
1, 0, 5, 0
1, 0, 2, 0
1, 0, 12, 0
1, 0, 7, 0
1, 0, 1, 0
1, 0, 15, 0
1, 0, 12, 0
1, 0, 11, 0
1, 0, 1, 0
1, 0, 10, 0
1, 0, 11, 0
1, 0, 18, 0
1, 0, 17, 0
1, 0, 16, 0
1, 0, 10, 0
1, 0, 20, 0
1, 0, 39, 0
1, 0, 35, 0
1, 0, 26, 0
1, 0, 32, 0
1, 0, 38, 0
0, 1, 3, 108
1, 0, 35, 0
1, 0, 39, 0
1, 0, 34, 0
1, 0, 23, 0
1, 0, 29, 0
1, 0, 20, 0
1, 0, 25, 0
1, 0, 26, 0
1, 0, 23, 0
1, 0, 26, 0
1, 0, 33, 0
1, 0, 30, 0
1, 0, 38, 0
1, 0, 34, 0
1, 0, 20, 0
1, 0, 24, 0
1, 0, 26, 0
1, 0, 34, 0
0, 1, 2, 109
1, 0, 26, 0
1, 0, 34, 0
1, 0, 23, 0
1, 0, 38, 0
1, 0, 24, 0
1, 0, 30, 0
1, 0, 30, 0
0, 1, 30, 110
1, 0, 39, 0
1, 0, 23, 0
1, 0, 27, 0
1, 0, 25, 0
1, 0, 37, 0
0, 1, 37, 111
1, 0, 39, 0
1, 0, 32, 0
1, 0, 39, 0
1, 0, 27, 0
0, 1, 37, 112
1, 0, 39, 0
1, 0, 39, 0
1, 0, 25, 0
0, 1, 37, 112
1, 0, 36, 0
1, 0, 25, 0
1, 0, 23, 0
1, 0, 25, 0
1, 0, 20, 0
1, 0, 24, 0
1, 0, 28, 0
